"idequivalence_relationship"	"equivalence_term"	"term_descritor_idterm_descritor"
"7909"	7964	"axin 2"	1352
"7910"	7965	"MGC126582"	1352
"7911"	7966	"DKFZp781B0869"	1352
"7912"	7967	"conductin"	1352
"7913"	7968	"axil"	1352
"7914"	7969	"AXIL"	1352
"7915"	7970	"ODCRCS"	1352
"7916"	7971	"AXL"	1353
"7917"	7972	"AXL receptor tyrosine kinase"	1353
"7918"	7973	"UFO"	1353
"7919"	7974	"JTK11"	1353
"7920"	7975	"Tyro7"	1353
"7921"	7976	"ARK"	1353
"7922"	7977	"AZGP1"	1354
"7923"	7978	"alpha-2-glycoprotein 1, zinc-binding"	1354
"7924"	7979	"ZA2G"	1354
"7925"	7980	"ZAG"	1354
"7926"	7981	"AZI2"	1355
"7927"	7982	"5-azacytidine induced 2"	1355
"7928"	7983	"NAP1"	1355
"7929"	7984	"FLJ21939"	1355
"7930"	7985	"AZ2"	1355
"7931"	7986	"TILP"	1355
"7932"	7987	"AZIN1"	1356
"7933"	7988	"antizyme inhibitor 1"	1356
"7934"	7989	"OAZIN"	1356
"7935"	7990	"OAZI"	1356
"7936"	7991	"ODC1L"	1356
"7937"	7992	"ornithine decarboxylase 1-like"	1356
"7938"	7993	"AZI"	1356
"7939"	7994	"AZI1"	1356
"7940"	7995	"AZIA1"	1356
"7941"	7996	"AZIN2"	1357
"7942"	7997	"antizyme inhibitor 2"	1357
"7943"	7998	"ADC"	1357
"7944"	7999	"ODC-p"	1357
"7945"	8000	"ODC1L"	1357
"7946"	8001	"KIAA1945"	1357
"7947"	8002	"ODCp"	1357
"7948"	8003	"ornithine decarboxylase like"	1357
"7949"	8004	"AZI2"	1357
"7950"	8005	"AZIB1"	1357
"7951"	8006	"AZU1"	1358
"7952"	8007	"azurocidin 1"	1358
"7953"	8008	"AZU"	1358
"7954"	8009	"CAP37"	1358
"7955"	8010	"AZAMP"	1358
"7956"	8012	"NAZC"	1358
"7957"	8013	"HUMAZUR"	1358
"7958"	8014	"cationic antimicrobial protein 37"	1358
"7959"	8015	"heparin-binding protein"	1358
"7960"	8016	"neutrophil azurocidin"	1358
"7961"	8017	"hHBP"	1358
"7962"	8018	"B2M"	1359
"7963"	8019	"beta-2-microglobulin"	1359
"7964"	8020	"IMD43"	1359
"7965"	8021	"B3GALNT1"	1360
"7966"	8022	"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"	1360
"7967"	8023	"B3GALT3"	1360
"7968"	8024	"beta3Gal-T3"	1360
"7969"	8025	"galT3"	1360
"7970"	8026	"P1"	1360
"7971"	8027	"GLOB"	1360
"7972"	8028	"globoside synthase"	1360
"7973"	8029	"P antigen synthase"	1360
"7974"	8030	"GLCT3"	1360
"7975"	8031	"Gb4Cer"	1360
"7976"	8032	"P"	1360
"7977"	8033	"B3GALNT2"	1361
"7978"	8034	"beta-1,3-N-acetylgalactosaminyltransferase 2"	1361
"7979"	8035	"MGC39558"	1361
"7980"	8036	"B3GalNAc-T2"	1361
"7981"	8037	"MDDGA11"	1361
"7982"	8038	"B3GALT1"	1362
"7983"	8039	"beta-1,3-galactosyltransferase 1"	1362
"7984"	8040	"beta3Gal-T1"	1362
"7985"	8041	"B3GALT2"	1363
"7986"	8042	"beta-1,3-galactosyltransferase 2"	1363
"7987"	8043	"beta3Gal-T2"	1363
"7988"	8044	"BETA3GALT2"	1363
"7989"	8045	"GLCT2"	1363
"7990"	8046	"B3GALT4"	1364
"7991"	8047	"beta-1,3-galactosyltransferase 4"	1364
"7992"	8048	"beta3Gal-T4"	1364
"7993"	8049	"GalT4"	1364
"7994"	8050	"ganglioside galactosyltransferase"	1364
"7995"	8051	"BETA3GALT4"	1364
"7996"	8052	"GALT2"	1364
"7997"	8053	"GALT4"	1364
"7998"	8054	"B3GALT5"	1365
"7999"	8055	"beta-1,3-galactosyltransferase 5"	1365
"8000"	8056	"beta3Gal-T5"	1365
"8001"	8057	"B3GalT-V"	1365
"8002"	8058	"GLCT5"	1365
"8003"	8059	"B3T5"	1365
"8004"	8060	"homolog of C. elegans Bt toxin resistance gene bre-5"	1365
"8005"	8061	"GlcNAc-beta-1,3-galactosyltransferase 5"	1365
"8006"	8062	"B3GalTx"	1365
"8007"	8063	"beta-1,3-GalTase 5"	1365
"8008"	8064	"beta-3-Gx-T5"	1365
"8009"	8065	"B3GALT6"	1366
"8010"	8066	"beta-1,3-galactosyltransferase 6"	1366
"8011"	8067	"beta3GalT6"	1366
"8012"	8068	"beta-1,3-galactosyltransferase-6"	1366
"8013"	8069	"EDSP2"	1366
"8014"	8070	"EDSSPD2"	1366
"8015"	8071	"SEMDJL1"	1366
"8016"	8072	"B3GAT1"	1367
"8017"	8073	"beta-1,3-glucuronyltransferase 1"	1367
"8018"	8074	"CD57"	1367
"8019"	8075	"LEU7"	1367
"8020"	8076	"GlcAT-P"	1367
"8021"	8077	"HNK-1"	1367
"8022"	8078	"NK-1"	1367
"8023"	8079	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1"	1367
"8024"	8080	"glucuronosyltransferase P"	1367
"8025"	8081	"GLCATP"	1367
"8026"	8082	"GLCUATP"	1367
"8027"	8083	"HNK1"	1367
"8028"	8084	"NK1"	1367
"8029"	8085	"B3GAT2"	1368
"8030"	8086	"beta-1,3-glucuronyltransferase 2"	1368
"8031"	8087	"GlcAT-S"	1368
"8032"	8088	"glucuronosyltransferase S"	1368
"8033"	8089	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2"	1368
"8034"	8090	"GLCATS"	1368
"8035"	8091	"B3GAT3"	1369
"8036"	8092	"beta-1,3-glucuronyltransferase 3"	1369
"8037"	8093	"GlcAT-I"	1369
"8038"	8094	"glucuronosyltransferase I"	1369
"8039"	8095	"galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3"	1369
"8040"	8096	"GLCATI"	1369
"8041"	8097	"JDSCD"	1369
"8042"	8098	"glcUAT-I"	1369
"8043"	8099	"B3GLCT"	1370
"8044"	8100	"beta 3-glucosyltransferase"	1370
"8045"	8101	"B3GALTL"	1370
"8046"	8102	"B3GTL"	1370
"8047"	8103	"B3Glc-T"	1370
"8048"	8104	"beta-1,3-glucosyltransferase"	1370
"8049"	8105	"Gal-T"	1370
"8050"	8106	"beta3Glc-T"	1370
"8051"	8107	"B3GNT2"	1371
"8052"	8108	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"	1371
"8053"	8109	"B3GNT1"	1371
"8054"	8110	"B3GNT-2"	1371
"8055"	8111	"BETA3GNT"	1371
"8056"	8112	"B3GN-T2"	1371
"8057"	8113	"B3GN-T1"	1371
"8058"	8114	"3-Gn-T1"	1371
"8059"	8115	"3-Gn-T2"	1371
"8060"	8116	"B3GNT"	1371
"8061"	8117	"BGNT2"	1371
"8062"	8118	"BGnT-2"	1371
"8063"	8119	"beta-1"	1371
"8064"	8120	"beta3Gn-T1"	1371
"8065"	8121	"beta3Gn-T2"	1371
"8066"	8122	"B3GNT3"	1372
"8067"	8123	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"	1372
"8068"	8124	"TMEM3"	1372
"8069"	8125	"B3GN-T3"	1372
"8070"	8126	"beta3Gn-T3"	1372
"8071"	8127	"HP10328"	1372
"8072"	8128	"B3GNT-3"	1372
"8073"	8129	"putative type II membrane protein"	1372
"8074"	8130	"beta-1,3-N-acetylglucosaminyltransferase bGnT-3"	1372
"8075"	8131	"transmembrane protein 3"	1372
"8076"	8132	"B3GAL-T8"	1372
"8077"	8133	"B3GNT4"	1373
"8078"	8134	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"	1373
"8079"	8135	"B3GN-T4"	1373
"8080"	8136	"beta3Gn-T4"	1373
"8081"	8137	"B3GNT5"	1374
"8082"	8138	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"	1374
"8083"	8139	"B3GN-T5"	1374
"8084"	8140	"beta3Gn-T5"	1374
"8085"	8141	"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase"	1374
"8086"	8142	"B3GNT6"	1375
"8087"	8143	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6"	1375
"8088"	8144	"B3Gn-T6"	1375
"8089"	8145	"core 3 synthase"	1375
"8090"	8146	"BGnT-6"	1375
"8091"	8147	"beta-1,3-Gn-T6"	1375
"8092"	8148	"beta3Gn-T6"	1375
"8093"	8149	"B3GNT7"	1376
"8094"	8150	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"	1376
"8095"	8151	"beta3GnT7"	1376
"8096"	8152	"B3GNT8"	1377
"8097"	8153	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8"	1377
"8098"	8154	"B3GALT7"	1377
"8099"	8155	"BGALT15"	1377
"8100"	8156	"beta3Gn-T8"	1377
"8101"	8157	"B3GNT9"	1378
"8102"	8158	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	1378
"8103"	8159	"MGC4655"	1378
"8104"	8160	"B3GNTL1"	1379
"8105"	8161	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1"	1379
"8106"	8162	"B3GNT8"	1379
"8107"	8163	"3-Gn-T8"	1379
"8108"	8164	"BGnT-8"	1379
"8109"	8165	"beta-1"	1379
"8110"	8166	"beta3Gn-T8"	1379
"8111"	8167	"beta3GnTL1"	1379
"8112"	8168	"B4GALNT1"	1380
"8113"	8169	"beta-1,4-N-acetyl-galactosaminyltransferase 1"	1380
"8114"	8170	"GALGT"	1380
"8115"	8171	"SPG26"	1380
"8116"	8172	"beta1-4GalNAc-T"	1380
"8117"	8173	"GD2 synthase, GM2 synthase"	1380
"8118"	8174	"GALNACT"	1380
"8119"	8175	"GalNAc-T"	1380
"8120"	8176	"B4GALNT2"	1381
"8121"	8177	"beta-1,4-N-acetyl-galactosaminyltransferase 2"	1381
"8122"	8178	"GALGT2"	1381
"8123"	8179	"Sda"	1381
"8124"	8180	"Cad"	1381
"8125"	8181	"B4GALT"	1381
"8126"	8182	"B4GALNT3"	1382
"8127"	8183	"beta-1,4-N-acetyl-galactosaminyltransferase 3"	1382
"8128"	8184	"B4GalNac-T3"	1382
"8129"	8185	"FLJ16224"	1382
"8130"	8186	"FLJ40362"	1382
"8131"	8187	"B4GALNT4"	1383
"8132"	8188	"beta-1,4-N-acetyl-galactosaminyltransferase 4"	1383
"8133"	8189	"FLJ25045"	1383
"8134"	8190	"NGalNAc-T1"	1383
"8135"	8191	"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N- acetylgalactosaminyltransferase"	1383
"8136"	8192	"B4GALT1"	1384
"8137"	8193	"beta-1,4-galactosyltransferase 1"	1384
"8138"	8194	"GGTB2"	1384
"8139"	8195	"beta4Gal-T1"	1384
"8140"	8196	"B4GAL-T1"	1384
"8141"	8197	"CDG2D"	1384
"8142"	8198	"GT1"	1384
"8143"	8199	"GTB"	1384
"8144"	8200	"B4GALT2"	1385
"8145"	8201	"beta-1,4-galactosyltransferase 2"	1385
"8146"	8202	"beta4Gal-T2"	1385
"8147"	8203	"B4Gal-T2"	1385
"8148"	8204	"B4Gal-T3"	1385
"8149"	8205	"B4GALT3"	1386
"8150"	8206	"beta-1,4-galactosyltransferase 3"	1386
"8151"	8207	"beta4Gal-T3"	1386
"8152"	8208	"B4GALT4"	1387
"8153"	8209	"beta-1,4-galactosyltransferase 4"	1387
"8154"	8210	"beta4Gal-T4"	1387
"8155"	8211	"B4Gal-T4"	1387
"8156"	8212	"B4GALT5"	1388
"8157"	8213	"beta-1,4-galactosyltransferase 5"	1388
"8158"	8214	"beta4GalT-V"	1388
"8159"	8215	"beta4-GalT IV"	1388
"8160"	8216	"B4Gal-T5"	1388
"8161"	8217	"BETA4-GALT-IV"	1388
"8162"	8218	"beta4Gal-T5"	1388
"8163"	8219	"gt-V"	1388
"8164"	8220	"B4GALT6"	1389
"8165"	8221	"beta-1,4-galactosyltransferase 6"	1389
"8166"	8222	"beta4GalT-VI"	1389
"8167"	8223	"UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase"	1389
"8168"	8224	"B4Gal-T6"	1389
"8169"	8225	"beta4Gal-T6"	1389
"8170"	8226	"B4GALT7"	1390
"8171"	8227	"beta-1,4-galactosyltransferase 7"	1390
"8172"	8228	"XGALT-1"	1390
"8173"	8229	"beta4Gal-T7"	1390
"8174"	8230	"galactosyltransferase I"	1390
"8175"	8231	"EDSP1"	1390
"8176"	8232	"EDSSLA"	1390
"8177"	8233	"EDSSPD1"	1390
"8178"	8234	"XGALT1"	1390
"8179"	8235	"XGPT1"	1390
"8180"	8236	"B4GAT1"	1391
"8181"	8237	"beta-1,4-glucuronyltransferase 1"	1391
"8182"	8238	"B3GNT6"	1391
"8183"	8239	"B3GNT1"	1391
"8184"	8240	"iGNT"	1391
"8185"	8241	"iGAT"	1391
"8186"	8242	"iGnT"	1391
"8187"	8243	"BETA3GNTI"	1391
"8188"	8244	"B3GN-T1"	1391
"8189"	8245	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase"	1391
"8190"	8246	"MDDGA13"	1391
"8191"	8247	"B9D1"	1392
"8192"	8248	"B9 domain containing 1"	1392
"8193"	8249	"B9"	1392
"8194"	8250	"EPPB9"	1392
"8195"	8251	"MKS9"	1392
"8196"	8252	"endothelial precursor protein B9"	1392
"8197"	8253	"JBTS27"	1392
"8198"	8254	"MKSR1"	1392
"8199"	8255	"B9D2"	1393
"8200"	8256	"B9 domain containing 2"	1393
"8201"	8257	"MGC4093"	1393
"8202"	8258	"MKS10"	1393
"8203"	8259	"ICIS-1"	1393
"8204"	8260	"JBTS34"	1393
"8205"	8261	"MKSR2"	1393
"8206"	8262	"BAALC"	1394
"8207"	8263	"BAALC, MAP3K1 and KLF4 binding"	1394
"8208"	8264	"BAALC, MEKK1 and KLF4 binding"	1394
"8209"	8265	"BAAT"	1395
"8210"	8266	"bile acid-CoA:amino acid N-acyltransferase"	1395
"8211"	8267	"BAT"	1395
"8212"	8268	"glycine N-choloyltransferase"	1395
"8213"	8269	"BACAT"	1395
"8214"	8270	"BABAM1"	1396
"8215"	8271	"BRISC and BRCA1 A complex member 1"	1396
"8216"	8272	"C19orf62"	1396
"8217"	8273	"FLJ20571"	1396
"8218"	8274	"HSPC142"	1396
"8219"	8275	"NBA1"	1396
"8220"	8276	"MERIT40"	1396
"8221"	8277	"Mediator of Rap80 Interactions and Targeting 40 kD"	1396
"8222"	8278	"new component of the BRCA1 A complex"	1396
"8223"	8279	"BABAM2"	1397
"8224"	8280	"BRISC and BRCA1 A complex member 2"	1397
"8225"	8281	"BRE"	1397
"8226"	8282	"BRCC45"	1397
"8227"	8283	"BRCC4"	1397
"8228"	8284	"BRCA1/BRCA2-containing complex, subunit 4"	1397
"8229"	8285	"BACE1"	1398
"8230"	8286	"beta-secretase 1"	1398
"8231"	8287	"BACE"	1398
"8232"	8288	"ASP2"	1398
"8233"	8289	"HSPC104"	1398
"8234"	8290	"BACE2"	1399
"8235"	8291	"beta-secretase 2"	1399
"8236"	8292	"AEPLC"	1399
"8237"	8293	"CEAP1"	1399
"8238"	8294	"DRAP"	1399
"8239"	8295	"ALP56"	1399
"8240"	8296	"memapsin 1"	1399
"8241"	8297	"ASP1"	1399
"8242"	8298	"ASP21"	1399
"8243"	8299	"BAE2"	1399
"8244"	8300	"CDA13"	1399
"8245"	8301	"BACH1"	1400
"8246"	8302	"BTB domain and CNC homolog 1"	1400
"8247"	8303	"BACH-1"	1400
"8248"	8304	"BTBD24"	1400
"8249"	8305	"BACH2"	1401
"8250"	8306	"BTB domain and CNC homolog 2"	1401
"8251"	8307	"BTBD25"	1401
"8252"	8308	"BAD"	1402
"8253"	8309	"BCL2 associated agonist of cell death"	1402
"8254"	8310	"BCL2L8"	1402
"8255"	8311	"BBC2"	1402
"8256"	8312	"BAG1"	1403
"8257"	8313	"BCL2 associated athanogene 1"	1403
"8258"	8314	"BAG-1"	1403
"8259"	8315	"HAP"	1403
"8260"	8316	"RAP46"	1403
"8261"	8317	"BAG2"	1404
"8262"	8318	"BCL2 associated athanogene 2"	1404
"8263"	8319	"BAG-2"	1404
"8264"	8320	"dJ417I1.2"	1404
"8265"	8321	"BAG3"	1405
"8266"	8322	"BCL2 associated athanogene 3"	1405
"8267"	8323	"BAG family molecular chaperone regulator 3"	1405
"8268"	8324	"BAG-3"	1405
"8269"	8326	"CAIR-1"	1405
"8270"	8327	"MFM6"	1405
"8271"	8328	"BAG4"	1406
"8272"	8329	"BCL2 associated athanogene 4"	1406
"8273"	8330	"SODD"	1406
"8274"	8331	"silencer of death domains"	1406
"8275"	8332	"BAG-4"	1406
"8276"	8333	"BAG5"	1407
"8277"	8334	"BCL2 associated athanogene 5"	1407
"8278"	8335	"BAG-5"	1407
"8279"	8336	"BAG6"	1408
"8280"	8337	"BCL2 associated athanogene 6"	1408
"8281"	8338	"BAT3"	1408
"8282"	8339	"G3"	1408
"8283"	8340	"D6S52E"	1408
"8284"	8341	"BAG-6"	1408
"8285"	8342	"BAGE"	1409
"8286"	8343	"B melanoma antigen"	1409
"8287"	8344	"CT2.1"	1409
"8288"	8345	"BAGE1"	1409
"8289"	8346	"cancer/testis antigen family 2, member 1"	1409
"8290"	8347	"BAGE3"	1410
"8291"	8348	"BAGE family member 3"	1410
"8292"	8349	"CT2.3"	1410
"8293"	8350	"cancer/testis antigen family 2, member 3"	1410
"8294"	8351	"BAGE4"	1411
"8295"	8352	"BAGE family member 4"	1411
"8296"	8353	"MLL3P"	1411
"8297"	8354	"CT2.4"	1411
"8298"	8355	"cancer/testis antigen family 2, member 4"	1411
"8299"	8356	"BAHCC1"	1412
"8300"	8357	"BAH domain and coiled-coil containing 1"	1412
"8301"	8358	"KIAA1447"	1412
"8302"	8359	"BAHD2"	1412
"8303"	8360	"BAHD1"	1413
"8304"	8361	"bromo adjacent homology domain containing 1"	1413
"8305"	8362	"KIAA0945"	1413
"8306"	8363	"BAIAP2"	1414
"8307"	8364	"BAI1 associated protein 2"	1414
"8308"	8365	"BAP2"	1414
"8309"	8366	"IRSp53"	1414
"8310"	8367	"insulin receptor substrate of 53 kDa"	1414
"8311"	8368	"FLAF3"	1414
"8312"	8369	"IRSP53"	1414
"8313"	8370	"BAIAP2L1"	1415
"8314"	8371	"BAI1 associated protein 2 like 1"	1415
"8315"	8372	"IRTKS"	1415
"8316"	8373	"insulin receptor tyrosine kinase substrate"	1415
"8317"	8374	"BAIAP2L2"	1416
"8318"	8375	"BAI1 associated protein 2 like 2"	1416
"8319"	8376	"FLJ22582"	1416
"8320"	8377	"pinkbar"	1416
"8321"	8378	"planar intestinal- and kidney-specific BAR domain protein"	1416
"8322"	8379	"BAIAP3"	1417
"8323"	8380	"BAI1 associated protein 3"	1417
"8324"	8381	"BAP3"	1417
"8325"	8382	"KIAA0734"	1417
"8326"	8383	"BAK1"	1418
"8327"	8384	"BCL2 antagonist/killer 1"	1418
"8328"	8385	"CDN1"	1418
"8329"	8386	"BCL2L7"	1418
"8330"	8387	"BAK"	1418
"8331"	8388	"BAK-LIKE"	1418
"8332"	8389	"BAMBI"	1419
"8333"	8390	"BMP and activin membrane bound inhibitor"	1419
"8334"	8391	"NMA"	1419
"8335"	8392	"BANF1"	1420
"8336"	8393	"barrier to autointegration factor 1"	1420
"8337"	8394	"BAF"	1420
"8338"	8395	"BCRP1"	1420
"8339"	8396	"D14S1460"	1420
"8340"	8397	"NGPS"	1420
"8341"	8398	"BANF2"	1421
"8342"	8399	"barrier to autointegration factor 2"	1421
"8343"	8400	"C20orf179"	1421
"8344"	8401	"dJ803K15.1"	1421
"8345"	8402	"BAF-L"	1421
"8346"	8403	"BAFL"	1421
"8347"	8404	"BAF2"	1421
"8348"	8405	"BANK1"	1422
"8349"	8406	"B cell scaffold protein with ankyrin repeats 1"	1422
"8350"	8408	"FLJ20706"	1422
"8351"	8409	"BANP"	1423
"8352"	8410	"BTG3 associated nuclear protein"	1423
"8353"	8411	"SMARBP1"	1423
"8354"	8412	"SMAR1"	1423
"8355"	8413	"FLJ20538"	1423
"8356"	8414	"DKFZp761H172"	1423
"8357"	8415	"FLJ10177"	1423
"8358"	8416	"BEND1"	1423
"8359"	8417	"BEN domain containing 1"	1423
"8360"	8418	"BAP1"	1424
"8361"	8419	"BRCA1 associated protein 1"	1424
"8362"	8420	"hucep-6"	1424
"8363"	8421	"KIAA0272"	1424
"8364"	8422	"UCHL2"	1424
"8365"	8423	"ubiquitin carboxy-terminal hydrolase"	1424
"8366"	8424	"HUCEP-13"	1424
"8367"	8425	"BARD1"	1425
"8368"	8426	"BRCA1 associated RING domain 1"	1425
"8369"	8427	"BARHL1"	1426
"8370"	8428	"BarH like homeobox 1"	1426
"8371"	8429	"BARHL2"	1427
"8372"	8430	"BarH like homeobox 2"	1427
"8373"	8431	"BARX1"	1428
"8374"	8432	"BARX homeobox 1"	1428
"8375"	8433	"BARX2"	1429
"8376"	8434	"BARX homeobox 2"	1429
"8377"	8435	"BASP1"	1430
"8378"	8436	"brain abundant membrane attached signal protein 1"	1430
"8379"	8437	"NAP-22"	1430
"8380"	8438	"NAP22"	1430
"8381"	8439	"CAP23"	1430
"8382"	8440	"CAP-23"	1430
"8383"	8441	"BATF"	1431
"8384"	8442	"basic leucine zipper ATF-like transcription factor"	1431
"8385"	8443	"B-ATF"	1431
"8386"	8444	"SFA-2"	1431
"8387"	8445	"BATF1"	1431
"8388"	8446	"activating transcription factor B"	1431
"8389"	8447	"SF-HT-activated gene 2"	1431
"8390"	8448	"SFA2"	1431
"8391"	8449	"BATF2"	1432
"8392"	8450	"basic leucine zipper ATF-like transcription factor 2"	1432
"8393"	8451	"MGC20410"	1432
"8394"	8452	"SARI"	1432
"8395"	8453	"BATF3"	1433
"8396"	8454	"basic leucine zipper ATF-like transcription factor 3"	1433
"8397"	8455	"JUNDM1"	1433
"8398"	8456	"SNFT"	1433
"8399"	8457	"JDP1"	1433
"8400"	8458	"Jun dimerization protein 1"	1433
"8401"	8459	"BAX"	1434
"8402"	8460	"BCL2 associated X, apoptosis regulator"	1434
"8403"	8461	"BCL2L4"	1434
"8404"	8462	"BAZ1A"	1435
"8405"	8463	"bromodomain adjacent to zinc finger domain 1A"	1435
"8406"	8464	"hACF1"	1435
"8407"	8465	"ACF1"	1435
"8408"	8466	"WALp1"	1435
"8409"	8467	"WCRF180"	1435
"8410"	8468	"BAZ1B"	1436
"8411"	8469	"bromodomain adjacent to zinc finger domain 1B"	1436
"8412"	8470	"WBSCR9"	1436
"8413"	8471	"WBSCR10"	1436
"8414"	8472	"WSTF"	1436
"8415"	8473	"Williams-Beuren syndrome chromosome region 9"	1436
"8416"	8474	"Williams-Beuren syndrome chromosome region 10"	1436
"8417"	8475	"transcription factor WSTF"	1436
"8418"	8476	"BAZ2A"	1437
"8419"	8477	"bromodomain adjacent to zinc finger domain 2A"	1437
"8420"	8478	"KIAA0314"	1437
"8421"	8479	"TIP5"	1437
"8422"	8480	"WALp3"	1437
"8423"	8481	"TTF-I interacting peptide 5"	1437
"8424"	8482	"BAZ2B"	1438
"8425"	8483	"bromodomain adjacent to zinc finger domain 2B"	1438
"8426"	8484	"WALp4"	1438
"8427"	8485	"BBC3"	1439
"8428"	8486	"BCL2 binding component 3"	1439
"8429"	8487	"JFY1"	1439
"8430"	8488	"PUMA"	1439
"8431"	8489	"p53-upregulated modulator of apoptosis"	1439
"8432"	8490	"JFY-1"	1439
"8433"	8491	"BBIP1"	1440
"8434"	8492	"BBSome interacting protein 1"	1440
"8435"	8493	"NCRNA00081"	1440
"8436"	8494	"bA348N5.3"	1440
"8437"	8495	"BBIP10"	1440
"8438"	8496	"BBS18"	1440
"8439"	8497	"BBOF1"	1441
"8440"	8498	"basal body orientation factor 1"	1441
"8441"	8499	"C14orf45"	1441
"8442"	8500	"CCDC176"	1441
"8443"	8501	"BBOX1"	1442
"8444"	8502	"gamma-butyrobetaine hydroxylase 1"	1442
"8445"	8503	"BBOX"	1442
"8446"	8504	"gamma-BBH"	1442
"8447"	8505	"G-BBH"	1442
"8448"	8506	"BBH"	1442
"8449"	8507	"BBS1"	1443
"8450"	8508	"Bardet-Biedl syndrome 1"	1443
"8451"	8509	"FLJ23590"	1443
"8452"	8510	"BBS2L2"	1443
"8453"	8511	"BBS2"	1444
"8454"	8512	"Bardet-Biedl syndrome 2"	1444
"8455"	8513	"BBS"	1444
"8456"	8514	"RP74"	1444
"8457"	8515	"BBS4"	1445
"8458"	8516	"Bardet-Biedl syndrome 4"	1445
"8459"	8517	"BBS5"	1446
"8460"	8518	"Bardet-Biedl syndrome 5"	1446
"8461"	8519	"DKFZp762I194"	1446
"8462"	8520	"BBS7"	1447
"8463"	8521	"Bardet-Biedl syndrome 7"	1447
"8464"	8522	"FLJ10715"	1447
"8465"	8523	"BBS2L1"	1447
"8466"	8524	"BBS9"	1448
"8467"	8525	"Bardet-Biedl syndrome 9"	1448
"8468"	8526	"B1"	1448
"8469"	8527	"PTHB1"	1448
"8470"	8528	"parathyroid hormone responsive B1 gene"	1448
"8471"	8530	"D1"	1448
"8472"	8531	"BBS10"	1449
"8473"	8532	"Bardet-Biedl syndrome 10"	1449
"8474"	8533	"C12orf58"	1449
"8475"	8534	"FLJ23560"	1449
"8476"	8535	"BBS12"	1450
"8477"	8536	"Bardet-Biedl syndrome 12"	1450
"8478"	8537	"C4orf24"	1450
"8479"	8538	"FLJ35630"	1450
"8480"	8539	"FLJ41559"	1450
"8481"	8540	"BBX"	1451
"8482"	8541	"BBX, HMG-box containing"	1451
"8483"	8542	"MDS001"	1451
"8484"	8543	"HSPC339"	1451
"8485"	8544	"HBP2"	1451
"8486"	8545	"x 001 protein"	1451
"8487"	8546	"ARTC1"	1451
"8488"	8547	"BCAM"	1452
"8489"	8548	"basal cell adhesion molecule (Lutheran blood group)"	1452
"8490"	8549	"LU"	1452
"8491"	8550	"CD239"	1452
"8492"	8551	"AU"	1452
"8493"	8552	"MSK19"	1452
"8494"	8553	"BCAN"	1453
"8495"	8554	"brevican"	1453
"8496"	8555	"BEHAB"	1453
"8497"	8556	"MGC13038"	1453
"8498"	8557	"CSPG7"	1453
"8499"	8558	"chondroitin sulfate proteoglycan 7"	1453
"8500"	8559	"brevican proteoglycan"	1453
"8501"	8560	"BCAP29"	1454
"8502"	8561	"B cell receptor associated protein 29"	1454
"8503"	8562	"BAP29"	1454
"8504"	8563	"DKFZp686M2086"	1454
"8505"	8564	"BCAP31"	1455
"8506"	8565	"B cell receptor associated protein 31"	1455
"8507"	8566	"DXS1357E"	1455
"8508"	8567	"BAP31"	1455
"8509"	8568	"6C6-Ag"	1455
"8510"	8569	"CDM"	1455
"8511"	8570	"6C6-AG"	1455
"8512"	8571	"DDCH"	1455
"8513"	8572	"BCAR1"	1456
"8514"	8573	"BCAR1, Cas family scaffold protein"	1456
"8515"	8574	"P130Cas"	1456
"8516"	8575	"Crkas"	1456
"8517"	8577	"CASS1"	1456
"8518"	8578	"Crk-associated substrate"	1456
"8519"	8579	"Cas scaffolding protein family member 1"	1456
"8520"	8580	"CAS1"	1456
"8521"	8581	"CRKAS"	1456
"8522"	8582	"BCAR3"	1457
"8523"	8583	"BCAR3, NSP family adaptor protein"	1457
"8524"	8584	"NSP2"	1457
"8525"	8585	"SH2D3B"	1457
"8526"	8586	"AND-34"	1457
"8527"	8587	"BCAS1"	1458
"8528"	8588	"breast carcinoma amplified sequence 1"	1458
"8529"	8589	"NABC1"	1458
"8530"	8590	"AIBC1"	1458
"8531"	8591	"BCAS2"	1459
