"Name"	"DrugBankID"	"PubChemCompoundID"	"WikipediaID"	"DrugscomLink"	"ChemSpiderID"	"MeshID"	"idterm_descritor"	"term_type_idterm_type"	"term_type_mesh"	"tree"
"1565"	"dohevanil"	""	"9831070"	NA	NA	NA	"C509406"	1574	7	4	"Capsaicin"
"1566"	"N-(4-hydroxy-3-methoxybenzyl)-7-hydroxy-8-methyl-5-nonenamide"	""	"14681050"	NA	NA	NA	"C514762"	1575	7	4	"Capsaicin"
"1567"	"nordihydrocapsaicin"	""	"168836"	NA	NA	NA	"C517386"	1576	7	4	"Capsaicin"
"1568"	"alpha-carboxy-4,5-dimethoxy-2-nitrobenzyl capsaicin"	""	""	NA	NA	NA	"C518785"	1577	7	4	"Capsaicin"
"1569"	"ALGRX-4975"	""	""	NA	NA	NA	"C528652"	1578	7	4	"Capsaicin"
"1570"	"isodihydrocapsiate"	""	""	NA	NA	NA	"C529521"	1579	7	4	"Capsaicin"
"1571"	"coniferyl (E)-8-methyl-6-nonenoate"	""	"17754707"	NA	NA	NA	"C530524"	1580	7	4	"Capsaicin"
"1572"	"coniferyl 8-methylnonanoate"	""	"17754750"	NA	NA	NA	"C530525"	1581	7	4	"Capsaicin"
"1573"	"N-palmitoyl-vanillamide"	""	"9952407"	NA	NA	NA	"C558407"	1582	7	4	"Capsaicin"
"1574"	"6-iodonordihydrocapsaicin"	""	"5149140"	NA	NA	NA	"C576177"	1583	7	4	"Capsaicin"
"1575"	"1,7-bis(4-hydroxyphenyl)-4-N-phenylaminocarbonylhepta-1,6-dien-3,5-dione"	""	""	NA	NA	NA	"C000589611"	1584	7	4	"Curcumin"
"1576"	"curcumin glucuronide"	""	"71315012"	NA	NA	NA	"C000591193"	1585	7	4	"Curcumin"
"1577"	"hydrazinobenzoylcurcumin"	""	"87251611"	NA	NA	NA	"C000591373"	1586	7	4	"Curcumin"
"1578"	"4-methoxycarbonyl curcumin"	""	""	NA	NA	NA	"C000592345"	1587	7	4	"Curcumin"
"1579"	"2- ((4-hydroxy-3,5-dimethylphenyl)methylidene)-5-((3-methoxy-4,5-dimethylphenyl)methylidene)cyclopentan-1-one"	""	""	NA	NA	NA	"C000592887"	1588	7	4	"Curcumin"
"1580"	"2,6-bis(3,5-dimethoxybenzylidene)cyclohexanone"	""	""	NA	NA	NA	"C000595158"	1589	7	4	"Curcumin"
"1581"	"C817 curcumin derivative"	""	""	NA	NA	NA	"C000595584"	1590	7	4	"Curcumin"
"1582"	"cyclovalone"	""	"1550234"	NA	NA	NA	"C000598259"	1591	7	4	"Curcumin"
"1583"	"EF25-(GSH)2"	""	""	NA	NA	NA	"C000598849"	1592	7	4	"Curcumin"
"1584"	"4-((furan-2-yl)methylene)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione"	""	""	NA	NA	NA	"C000604730"	1593	7	4	"Curcumin"
"1585"	"JZ534 compound"	""	""	NA	NA	NA	"C000605036"	1594	7	4	"Curcumin"
"1586"	"2-(4-hydroxy-3-methoxybenzylidene)-5-(3-(4-hydroxy-3-methoxyphenyl)acryloyl)cyclopentanone"	""	""	NA	NA	NA	"C000607201"	1595	7	4	"Curcumin"
"1587"	"17MN compound"	""	""	NA	NA	NA	"C000608788"	1596	7	4	"Curcumin"
"1588"	"C-150 curcumin"	""	""	NA	NA	NA	"C000609464"	1597	7	4	"Curcumin"
"1589"	"C5-curcumin-2-hexadecynoic acid"	""	""	NA	NA	NA	"C000609661"	1598	7	4	"Curcumin"
"1590"	"3,4-difluorobenzylidenecurcumin"	""	"54597187"	NA	NA	NA	"C000611228"	1599	7	4	"Curcumin"
"1591"	"GO-Y078"	""	"46231908"	NA	NA	NA	"C000612955"	1600	7	4	"Curcumin"
"1592"	"1,7-bis(4-hydroxy-3-methoxyphenyl)-1,6-heptadiene-3,5-dione"	""	""	NA	NA	NA	"C000613419"	1601	7	4	"Curcumin"
"1593"	"2-(3,4-dimethoxybenzylidene)-5-(4-hydroxy-3-methoxybenzylidene)cyclopentanone"	""	""	NA	NA	NA	"C000614105"	1602	7	4	"Curcumin"
"1594"	"curcumin diethyl disuccinate"	""	""	NA	NA	NA	"C000614237"	1603	7	4	"Curcumin"
"1595"	"1,5-bis(2-fluorophenyl)penta-1,4-dien-3-one"	""	"4256472"	NA	NA	NA	"C000614921"	1604	7	4	"Curcumin"
"1596"	"ubtan compound"	""	""	NA	NA	NA	"C000617395"	1605	7	4	"Curcumin"
"1597"	"ASC-JM17"	""	""	NA	NA	NA	"C000621364"	1606	7	4	"Curcumin"
"1598"	"FM807"	""	""	NA	NA	NA	"C000622083"	1607	7	4	"Curcumin"
"1599"	"bis-dehydroxycurcumin tert-butyl ester"	""	""	NA	NA	NA	"C000622317"	1608	7	4	"Curcumin"
"1600"	"4,4'-(2,2'-(1-(3,4-dichlorophenyl)-1H-pyrazole-3,5-diyl)bis(ethene-2,1-diyl)bis(2-methoxyphenol)"	""	""	NA	NA	NA	"C000623020"	1609	7	4	"Curcumin"
"1601"	"boswellic acid, curcumin, and valeric acid extract"	""	""	NA	NA	NA	"C000626666"	1610	7	4	"Curcumin"
"1602"	"bis(4-hydroxycinnamoyl)methane"	""	""	NA	NA	NA	"C034786"	1611	7	4	"Curcumin"
"1603"	"Gallo-Merz"	""	""	NA	NA	NA	"C036351"	1612	7	4	"Curcumin"
"1604"	"demethoxycurcumin"	""	"5469424"	NA	NA	NA	"C050229"	1613	7	4	"Curcumin"
"1605"	"curcumin 4,4'-diacetate"	""	"6441419"	NA	NA	NA	"C084235"	1614	7	4	"Curcumin"
"1606"	"purnark"	""	""	NA	NA	NA	"C087280"	1615	7	4	"Curcumin"
"1607"	"tetrahydrocurcumin"	""	"124072"	NA	NA	NA	"C096277"	1616	7	4	"Curcumin"
"1608"	"cassumunin A"	""	"10460395"	NA	NA	NA	"C110983"	1617	7	4	"Curcumin"
"1609"	"cassumunin B"	""	"10054109"	NA	NA	NA	"C110984"	1618	7	4	"Curcumin"
"1610"	"6'-O-(4-hydroxycinnamoyl)desglucouzarin"	""	""	NA	NA	NA	"C115417"	1619	7	4	"Curcumin"
"1611"	"di-O-glycinoylcurcumin"	""	""	NA	NA	NA	"C436391"	1620	7	4	"Curcumin"
"1612"	"1,7-bis(4-hydroxyphenyl)-1-heptene-3,5-dione"	""	"9796708"	NA	NA	NA	"C470147"	1621	7	4	"Curcumin"
"1613"	"1,7-bis(4-hydroxy-3-methoxyphenyl)-1,4,6-heptatrien-3-one"	""	"10904292"	NA	NA	NA	"C471106"	1622	7	4	"Curcumin"
"1614"	"P54FP plant extract"	""	""	NA	NA	NA	"C475743"	1623	7	4	"Curcumin"
"1615"	"hydrazinocurcumin"	""	""	NA	NA	NA	"C475807"	1624	7	4	"Curcumin"
"1616"	"curcumin III"	""	""	NA	NA	NA	"C475935"	1625	7	4	"Curcumin"
"1617"	"diacetylcurcumin"	""	""	NA	NA	NA	"C493686"	1626	7	4	"Curcumin"
"1618"	"bis(curcumino)oxovanadium"	""	""	NA	NA	NA	"C504228"	1627	7	4	"Curcumin"
"1619"	"monoacetylcurcumin"	""	"129716443"	NA	NA	NA	"C506547"	1628	7	4	"Curcumin"
"1620"	"bis-1,7-(2-hydroxyphenyl)-hepta-1,6-diene-3,5-dione"	""	""	NA	NA	NA	"C514299"	1629	7	4	"Curcumin"
"1621"	"dimethoxycurcumin"	""	"9952605"	NA	NA	NA	"C521105"	1630	7	4	"Curcumin"
"1622"	"isoxazolcurcumin"	""	""	NA	NA	NA	"C527597"	1631	7	4	"Curcumin"
"1623"	"CNB 001"	""	"72941973"	NA	NA	NA	"C529348"	1632	7	4	"Curcumin"
"1624"	"GO-Y030 compound"	""	""	NA	NA	NA	"C541486"	1633	7	4	"Curcumin"
"1625"	"FLLL-12 compound"	""	""	NA	NA	NA	"C541487"	1634	7	4	"Curcumin"
"1626"	"FLLL-11 compound"	""	""	NA	NA	NA	"C541488"	1635	7	4	"Curcumin"
"1627"	"desmethoxycurcumin"	""	""	NA	NA	NA	"C542280"	1636	7	4	"Curcumin"
"1628"	"bisdesmethoxycurcumin"	""	""	NA	NA	NA	"C542281"	1637	7	4	"Curcumin"
"1629"	"1,7-bis(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione"	""	""	NA	NA	NA	"C545177"	1638	7	4	"Curcumin"
"1630"	"dicinnamoylmethane"	""	"390472"	NA	NA	NA	"C547081"	1639	7	4	"Curcumin"
"1631"	"2,6-bis-4-(hydroxy-3-methoxybenzylidene)cyclohexanone"	""	""	NA	NA	NA	"C548340"	1640	7	4	"Curcumin"
"1632"	"FLLL 31"	""	"11487078"	NA	NA	NA	"C548901"	1641	7	4	"Curcumin"
"1633"	"FLLL 32"	""	"68019246"	NA	NA	NA	"C548902"	1642	7	4	"Curcumin"
"1634"	"1,7-(di-9-anthracene-1,6-heptadiene-3,5-dione)"	""	""	NA	NA	NA	"C555446"	1643	7	4	"Curcumin"
"1635"	"Cur1 compound"	""	""	NA	NA	NA	"C556037"	1644	7	4	"Curcumin"
"1636"	"di-glutamoyl curcumin"	""	""	NA	NA	NA	"C556900"	1645	7	4	"Curcumin"
"1637"	"1,5-bis(2,3-dimethoxyphenyl)penta-1,4-dien-3-one"	""	"1125825"	NA	NA	NA	"C560296"	1646	7	4	"Curcumin"
"1638"	"hexahydrocurcumin"	""	"5318039"	NA	NA	NA	"C569902"	1647	7	4	"Curcumin"
"1639"	"(1E,4E)-1,5-bis(2-methoxyphenyl)penta-1,4-dien-3-one"	""	"830608"	NA	NA	NA	"C571782"	1648	7	4	"Curcumin"
"1640"	"1,5-bis(2-hydroxyphenyl)-1,4-pentadien-3-one"	""	"98176"	NA	NA	NA	"C573269"	1649	7	4	"Curcumin"
"1641"	"4-(4-hydroxy-3-methoxyphenylmethyl)curcumin"	""	""	NA	NA	NA	"C573660"	1650	7	4	"Curcumin"
"1642"	"(2E,5E)-2,5-bis(4-(3-(dimethylamino)propoxy)benzylidene)cyclopentanone"	""	""	NA	NA	NA	"C574571"	1651	7	4	"Curcumin"
"1643"	"3,5-bis(2-pyridinylmethylidene)-4-piperidone"	""	"16072241"	NA	NA	NA	"C574747"	1652	7	4	"Curcumin"
"1644"	"N-(4-nitro-3-(trifluoromethyl)phenyl)-2-hydroxy-2-methylpropanamidomethylcurcumin"	""	""	NA	NA	NA	"C575503"	1653	7	4	"Curcumin"
"1645"	"curcumin-isoleucine"	""	""	NA	NA	NA	"C576679"	1654	7	4	"Curcumin"
"1646"	"curcumin-phenylalanine"	""	""	NA	NA	NA	"C576680"	1655	7	4	"Curcumin"
"1647"	"curcumin-valine"	""	""	NA	NA	NA	"C576681"	1656	7	4	"Curcumin"
"1648"	"ECMN909"	""	""	NA	NA	NA	"C576829"	1657	7	4	"Curcumin"
"1649"	"3,5-bis(3,4,5-trimethoxybenzylidene)-1-methylpiperidine-4-one"	""	""	NA	NA	NA	"C577607"	1658	7	4	"Curcumin"
"1650"	"FLLL62"	""	""	NA	NA	NA	"C579024"	1659	7	4	"Curcumin"
"1651"	"salicylidenecurcumin"	""	"129731543"	NA	NA	NA	"C579328"	1660	7	4	"Curcumin"
"1652"	"benzalidenecurcumin"	""	""	NA	NA	NA	"C579329"	1661	7	4	"Curcumin"
"1653"	"BDMC-A"	""	""	NA	NA	NA	"C580697"	1662	7	4	"Curcumin"
"1654"	"bis-dehydroxy-curcumin"	""	""	NA	NA	NA	"C581965"	1663	7	4	"Curcumin"
"1655"	"(2E,4E)-1-(2-hydroxyphenyl)-5-phenylpenta-2,4-dien-1-one"	""	"1550573"	NA	NA	NA	"C583876"	1664	7	4	"Curcumin"
"1656"	"(2E,4E)-5-(4-chlorophenyl)-1-(2-hydroxy-4-methoxyphenyl)penta-2,4-dien-1-one"	""	""	NA	NA	NA	"C583877"	1665	7	4	"Curcumin"
"1657"	"(2E,4E)-5-(4-chlorophenyl)-1-(2,4-dihydroxyphenyl)penta-2,4-dien-1-one"	""	""	NA	NA	NA	"C583878"	1666	7	4	"Curcumin"
"1658"	"T83 compound"	""	""	NA	NA	NA	"C584430"	1667	7	4	"Curcumin"
"1659"	"KMS4034"	""	""	NA	NA	NA	"C584523"	1668	7	4	"Curcumin"
"1660"	"5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-(5-methylfuran-2-yl)hepta-1,4,6-trien-3-one"	""	""	NA	NA	NA	"C584533"	1669	7	4	"Curcumin"
"1661"	"1,7-bis(3-methoxy-4-(3-(4-methylpiperazinyl-1-yl)propoxy)phenyl)-4,4-dibenzylheptane-3,5-dione"	""	""	NA	NA	NA	"C585890"	1670	7	4	"Curcumin"
"1662"	"pentagamavunon-0"	""	""	NA	NA	NA	"C587071"	1671	7	4	"Curcumin"
"1663"	"B19 monocarbonyl curcumin"	""	""	NA	NA	NA	"C587237"	1672	7	4	"Curcumin"
"1664"	"4-hydroxyestradiol"	""	"5282360"	NA	NA	NA	"C014036"	1673	7	4	"Estrogens, Catechol"
"1665"	"6-hydroxyestrogen 6-sulfate"	""	""	NA	NA	NA	"C116355"	1674	7	4	"Estrogens, Catechol"
"1666"	"catechol estrogen 3,4-quinone"	""	""	NA	NA	NA	"C116356"	1675	7	4	"Estrogens, Catechol"
"1667"	"2-methoxyestrone-3-glucuronide"	""	"443077"	NA	NA	NA	"C002005"	1676	7	4	"Hydroxyestrones"
"1668"	"6 beta-hydroxyestr-4-ene-3,17-dione"	""	"151288"	NA	NA	NA	"C002829"	1677	7	4	"Hydroxyestrones"
"1669"	"2-methoxyestrone"	""	"440624"	NA	NA	NA	"C003655"	1678	7	4	"Hydroxyestrones"
"1670"	"2,16 alpha-dihydroxyestrone 3-methyl ether"	""	"6451846"	NA	NA	NA	"C005664"	1679	7	4	"Hydroxyestrones"
"1671"	"2-hydroxyestrone 2,3-methylene ether"	""	"191283"	NA	NA	NA	"C008016"	1680	7	4	"Hydroxyestrones"
"1672"	"15 alpha-hydroxyestrone 3-sulfate 15-N-acetylglucosaminide"	""	"130476821"	NA	NA	NA	"C008017"	1681	7	4	"Hydroxyestrones"
"1673"	"3-methoxy-14 alpha-hydroxy-8 alpha-estra-1,3,5(10)- triene-11,17-dione"	""	""	NA	NA	NA	"C008399"	1682	7	4	"Hydroxyestrones"
"1674"	"2,4-dihydroxyestrone"	""	"193827"	NA	NA	NA	"C011773"	1683	7	4	"Hydroxyestrones"
"1675"	"3-methoxy-17-hydroxyestra-1,3,5(10)-trien-16-one oxime"	""	""	NA	NA	NA	"C014657"	1684	7	4	"Hydroxyestrones"
"1676"	"colpormon"	""	"102046"	NA	NA	NA	"C020756"	1685	7	4	"Hydroxyestrones"
"1677"	"16-hydroxyestrone 3-sulfate"	""	""	NA	NA	NA	"C024354"	1686	7	4	"Hydroxyestrones"
"1678"	"2-hydroxyestrone"	""	"440623"	NA	NA	NA	"C024980"	1687	7	4	"Hydroxyestrones"
"1679"	"4-hydroxyestrone"	""	"3472787"	NA	NA	NA	"C026418"	1688	7	4	"Hydroxyestrones"
"1680"	"16-hydroxyestrone"	""	"114852"	NA	NA	NA	"C026702"	1689	7	4	"Hydroxyestrones"
"1681"	"4-hydroxyestrone-17-(O-carboxymethyl)oxime"	""	"9578315"	NA	NA	NA	"C028167"	1690	7	4	"Hydroxyestrones"
"1682"	"4-hydroxyestrone-3-methyl ether"	""	"14475491"	NA	NA	NA	"C028168"	1691	7	4	"Hydroxyestrones"
"1683"	"11-hydroxyestrone"	""	"151430"	NA	NA	NA	"C029971"	1692	7	4	"Hydroxyestrones"
"1684"	"14-hydroxyestrone"	""	"151287"	NA	NA	NA	"C030891"	1693	7	4	"Hydroxyestrones"
"1685"	"estrone 3-bromoacetate"	""	"133799"	NA	NA	NA	"C034312"	1694	7	4	"Hydroxyestrones"
"1686"	"4-hydroxyestrone-4-methyl ether"	""	"194066"	NA	NA	NA	"C035538"	1695	7	4	"Hydroxyestrones"
"1687"	"6 alpha,16 alpha-dihydroxyestrone 6-hemisuccinate"	""	"134754"	NA	NA	NA	"C036420"	1696	7	4	"Hydroxyestrones"
"1688"	"6-hydroxyestrone"	""	"150919"	NA	NA	NA	"C040162"	1697	7	4	"Hydroxyestrones"
"1689"	"7-hydroxyestrone"	""	"151015"	NA	NA	NA	"C040163"	1698	7	4	"Hydroxyestrones"
"1690"	"STS 267"	""	"162658"	NA	NA	NA	"C057241"	1699	7	4	"Hydroxyestrones"
"1691"	"3-hydroxy-1-methyl-1,3,5(10)-estratriene-11,17-dione"	""	"6453226"	NA	NA	NA	"C065572"	1700	7	4	"Hydroxyestrones"
"1692"	"4-hydroxyestrone N-acetylcysteine"	""	""	NA	NA	NA	"C117732"	1701	7	4	"Hydroxyestrones"
"1693"	"(10)-gingerdiol"	""	""	NA	NA	NA	"C000589423"	1702	7	4	"Guaiacol"
"1694"	"2,3-dihydroxy-4-methoxyacetophenone"	""	"12820"	NA	NA	NA	"C000589839"	1703	7	4	"Guaiacol"
"1695"	"3-(3-hydroxy-4-methoxyphenyl)-4-(3,4,5-trimethoxyphenyl)-1,2,5-selenadiazole"	""	""	NA	NA	NA	"C000596773"	1704	7	4	"Guaiacol"
"1696"	"hylin"	""	"468133"	NA	NA	NA	"C000597748"	1705	7	4	"Guaiacol"
"1697"	"3-hydroxy-4-(3-hydroxy-4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)azetidin-2-one"	""	""	NA	NA	NA	"C000599294"	1706	7	4	"Guaiacol"
"1698"	"2-(4-hydroxy-3-methoxyphenyl)benzothiazole"	""	"5769211"	NA	NA	NA	"C000602051"	1707	7	4	"Guaiacol"
"1699"	"deoxysappanone B 7,4' dimethyl ether"	""	""	NA	NA	NA	"C000603980"	1708	7	4	"Guaiacol"
"1700"	"2'-methoxy-5'-(1-(4'-methoxybenzyl)-4,5-dimethyl-3-(3'',4'',5''-trimethoxyphenyl)-1H-pyrrol-2-yl)phenol"	""	""	NA	NA	NA	"C000621099"	1709	7	4	"Guaiacol"
"1701"	"9'-dehydroxyimperanene"	""	""	NA	NA	NA	"C000621101"	1710	7	4	"Guaiacol"
"1702"	"7,8-dihydro-9'-dehydroxyimperanene"	""	""	NA	NA	NA	"C000621102"	1711	7	4	"Guaiacol"
"1703"	"isoquebecol"	""	""	NA	NA	NA	"C000622716"	1712	7	4	"Guaiacol"
"1704"	"2-methoxy-4-(3-(4-methoxyphenyl)prop-1-en-1-yl)phenol"	""	""	NA	NA	NA	"C000623019"	1713	7	4	"Guaiacol"
"1705"	"pyrrolidinemethyltetracycline guaiacol sulfonate"	""	"122361359"	NA	NA	NA	"C003263"	1714	7	4	"Guaiacol"
"1706"	"guaiacolsulfonic acid"	""	"4874"	NA	NA	NA	"C013710"	1715	7	4	"Guaiacol"
"1707"	"zingerone"	""	"31211"	NA	NA	NA	"C013738"	1716	7	4	"Guaiacol"
"1708"	"4-vinylguaiacol"	"DB03514"	""	NA	NA	NA	"C014245"	1717	7	4	"Guaiacol"
"1709"	"dihydroguaiaretic acid"	""	"161924"	NA	NA	NA	"C015816"	1718	7	4	"Guaiacol"
"1710"	"5-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-phenyl-3- heptanone"	""	""	NA	NA	NA	"C018570"	1719	7	4	"Guaiacol"
"1711"	"metoxibutropate"	""	"4464271"	NA	NA	NA	"C020176"	1720	7	4	"Guaiacol"
"1712"	"PCG (combination)"	""	"174133"	NA	NA	NA	"C023802"	1721	7	4	"Guaiacol"
"1713"	"FR dental filling"	""	"189159"	NA	NA	NA	"C029587"	1722	7	4	"Guaiacol"
"1714"	"thioguaiacol"	""	"23642"	NA	NA	NA	"C033509"	1723	7	4	"Guaiacol"
"1715"	"2-guaiacolethanol acetylsalicylate"	""	"133880"	NA	NA	NA	"C035226"	1724	7	4	"Guaiacol"
"1716"	"yakuchinone-A"	""	"133145"	NA	NA	NA	"C042566"	1725	7	4	"Guaiacol"
"1717"	"gingerdione"	""	"162952"	NA	NA	NA	"C050872"	1726	7	4	"Guaiacol"
"1718"	"bromoform, codeine, sulfurgaicol, terpene drug combination"	""	""	NA	NA	NA	"C057163"	1727	7	4	"Guaiacol"
"1719"	"3,4,5-trichloroguaiacol"	""	"42115"	NA	NA	NA	"C068682"	1728	7	4	"Guaiacol"
"1720"	"4,5,6-trichloroguaiacol"	""	"17577"	NA	NA	NA	"C068683"	1729	7	4	"Guaiacol"
"1721"	"3,4,6-trichloroguaiacol"	""	"43407"	NA	NA	NA	"C068684"	1730	7	4	"Guaiacol"
"1722"	"guaiacol salicylate"	""	"66596"	NA	NA	NA	"C068772"	1731	7	4	"Guaiacol"
"1723"	"4-fluoroguaiacol"	""	"2737368"	NA	NA	NA	"C072304"	1732	7	4	"Guaiacol"
"1724"	"6-gingesulfonic acid"	""	"126890"	NA	NA	NA	"C077820"	1733	7	4	"Guaiacol"
"1725"	"guaiacol-salsalate"	""	""	NA	NA	NA	"C080457"	1734	7	4	"Guaiacol"
"1726"	"1-(4-hydroxy-3-methoxyphenyl)-2-propanone"	""	"17262"	NA	NA	NA	"C083441"	1735	7	4	"Guaiacol"
"1727"	"4-ethylguaiacol"	""	"62465"	NA	NA	NA	"C084991"	1736	7	4	"Guaiacol"
"1728"	"cinnamophilin"	""	"169883"	NA	NA	NA	"C088121"	1737	7	4	"Guaiacol"
"1729"	"dehydroparadol"	""	"6438480"	NA	NA	NA	"C088509"	1738	7	4	"Guaiacol"
"1730"	"solorinine"	""	"188231"	NA	NA	NA	"C091255"	1739	7	4	"Guaiacol"
"1731"	"graminone B"	""	"10001150"	NA	NA	NA	"C093032"	1740	7	4	"Guaiacol"
"1732"	"mimosifoliol"	""	"10423265"	NA	NA	NA	"C102778"	1741	7	4	"Guaiacol"
"1733"	"XH-14"	""	"6709746"	NA	NA	NA	"C116381"	1742	7	4	"Guaiacol"
"1734"	"2,2'-dihydroxy-5,5'-dimethoxybiphenyl-3,3'-dicarbaldehyde"	""	"46210543"	NA	NA	NA	"C121087"	1743	7	4	"Guaiacol"
"1735"	"3,3'-dimethoxy-4,4'-dihydroxystilbene"	""	""	NA	NA	NA	"C407872"	1744	7	4	"Guaiacol"
"1736"	"1,2-dihydroxy-1-(2',3'-dihydroxy-4'-methoxyphenyl)-2-(3'',4'',5''-trimethoxyphenyl)ethane"	""	""	NA	NA	NA	"C413036"	1745	7	4	"Guaiacol"
"1737"	"Shin Ruru A"	""	""	NA	NA	NA	"C413126"	1746	7	4	"Guaiacol"
"1738"	"6-paradol"	""	"94378"	NA	NA	NA	"C421614"	1747	7	4	"Guaiacol"
"1739"	"tetraguaiacol"	""	"100957511"	NA	NA	NA	"C430963"	1748	7	4	"Guaiacol"
"1740"	"tetrachloroguaiacol"	""	"17343"	NA	NA	NA	"C434652"	1749	7	4	"Guaiacol"
"1741"	"2-(3-hydroxy-4-methoxyphenyl)-3-(3,4,5-trimethoxyphenyl)thiophene"	""	""	NA	NA	NA	"C442386"	1750	7	4	"Guaiacol"
"1742"	"2-(3-hydroxy-4-methoxyphenyl)-3-((3,4,5-trimethoxyphenyl)carbonyl)thiophene"	""	""	NA	NA	NA	"C442387"	1751	7	4	"Guaiacol"
"1743"	"1-hydroxy-2,5-diguaicyl-3,7-dioxabicyclo(3.3.0)octane"	""	""	NA	NA	NA	"C450169"	1752	7	4	"Guaiacol"
"1744"	"scaphopetalone"	""	"637239"	NA	NA	NA	"C472950"	1753	7	4	"Guaiacol"
"1745"	"gigantol"	""	"3085362"	NA	NA	NA	"C478099"	1754	7	4	"Guaiacol"
"1746"	"10-hydroxyoleuropein"	""	"6440747"	NA	NA	NA	"C478860"	1755	7	4	"Guaiacol"
"1747"	"8'-hydroxylariciresinol-4'-O-glucopyranoside"	""	""	NA	NA	NA	"C478862"	1756	7	4	"Guaiacol"
"1748"	"4-(1-ethoxy-1-(4-hydroxy-3-methoxy)benzyl)methyl-2-(4-hydroxy-3-methoxy)benzyl-3-hydroxymethyltetrahydrofuran"	""	""	NA	NA	NA	"C484845"	1757	7	4	"Guaiacol"
"1749"	"2-(3-hydroxy-4-methoxybenzylidene)-1-azabicyclo(2.2.2)octan-3-one"	""	""	NA	NA	NA	"C495464"	1758	7	4	"Guaiacol"
"1750"	"4,8-bis(4-hydroxy-3-methoxyphenyl)-3,7-dioxabicyclo(3.3.0)octane-2,6-dione"	""	""	NA	NA	NA	"C504605"	1759	7	4	"Guaiacol"
"1751"	"(Z)-2-(3-methoxybenzylidene)-1-azabicyclo(2.2.2)octan-3-one"	""	""	NA	NA	NA	"C507178"	1760	7	4	"Guaiacol"
"1752"	"4-propylguaiacol"	""	"17739"	NA	NA	NA	"C511024"	1761	7	4	"Guaiacol"
"1753"	"rourinoside"	""	"16081696"	NA	NA	NA	"C514271"	1762	7	4	"Guaiacol"
"1754"	"1-(4-(3-fluoropropoxy)-3-methoxyphenyl)-5-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1,4,6-heptatrien-3-one"	""	""	NA	NA	NA	"C514371"	1763	7	4	"Guaiacol"
"1755"	"N-(4-hydroxy-3,5-dimethoxyphenethyl)-3-(4-hydroxy-3-methoxyphenyl)acrylamide"	""	""	NA	NA	NA	"C515795"	1764	7	4	"Guaiacol"
"1756"	"4-chloroguaiacol"	""	"28050"	NA	NA	NA	"C517183"	1765	7	4	"Guaiacol"
"1757"	"4-chloro-N-(3-(3-(4-hydroxy-3-methoxyphenyl)acryloyl)phenyl)benzamide"	""	""	NA	NA	NA	"C518652"	1766	7	4	"Guaiacol"
"1758"	"1-(4-hydroxy-3-methoxyphenyl)-2-(4-(3-hydroxypropyl)-2-methoxyphenoxy)propane-1,3-diol"	""	"5318277"	NA	NA	NA	"C522469"	1767	7	4	"Guaiacol"
"1759"	"4-(3-hydroxymethyl-5-(3-hydroxypropyl)-2,3-dihydrobenzofuran-2-yl)-2-methoxyphenol"	""	""	NA	NA	NA	"C522470"	1768	7	4	"Guaiacol"
"1760"	"pinopalustrin"	""	""	NA	NA	NA	"C522471"	1769	7	4	"Guaiacol"
"1761"	"3-vanillyl propanol"	""	"57164275"	NA	NA	NA	"C524601"	1770	7	4	"Guaiacol"
"1762"	"2-(3-methoxy-4-hdyroxyphenyl)-3-hydroxymethyl-5-carboxyethylene-7-methoxy-2,3-dihydrobenzofuran"	""	"38356815"	NA	NA	NA	"C525326"	1771	7	4	"Guaiacol"
"1763"	"3-hydroxy-4-methoxybenzaldehyde thiosemicarbazone"	""	"6870649"	NA	NA	NA	"C525512"	1772	7	4	"Guaiacol"
"1764"	"2-methoxy-4-vinylphenol"	""	""	NA	NA	NA	"C526552"	1773	7	4	"Guaiacol"
"1765"	"1,4-dimethoxycatechol"	""	""	NA	NA	NA	"C527457"	1774	7	4	"Guaiacol"
"1766"	"1,2,2-trithioeethyl ethylguaiacol"	""	""	NA	NA	NA	"C527831"	1775	7	4	"Guaiacol"
"1767"	"apocynol"	""	"17203"	NA	NA	NA	"C534597"	1776	7	4	"Guaiacol"
"1768"	"7,7'-oxodihydroguaiaretic acid"	""	""	NA	NA	NA	"C534726"	1777	7	4	"Guaiacol"
"1769"	"(E)-2-((2-chlorobenzylimino)methyl)methoxyphenol"	""	""	NA	NA	NA	"C546551"	1778	7	4	"Guaiacol"
"1770"	"4-hydroxy-N-(3-(4-hydroxy-3-methoxyphenyl)-1-oxo-2-propen-1-yl)-3-methoxybenzamide"	""	"91196347"	NA	NA	NA	"C549637"	1779	7	4	"Guaiacol"
"1771"	"erythro-guaiacylglycerol-beta-ferulic acid ether"	""	""	NA	NA	NA	"C550023"	1780	7	4	"Guaiacol"
"1772"	"CA 432"	""	""	NA	NA	NA	"C553484"	1781	7	4	"Guaiacol"
"1773"	"6-dehydrogingerdione"	""	"22321203"	NA	NA	NA	"C555348"	1782	7	4	"Guaiacol"
